Toggle Switch (IPTG = 0),4.40096699999906E-06,0.000157937906,4.40096772020074E-06,
Toggle Switch (IPTG = 100),2.58135499997536E-06,1.0467336999942E-05,2.58135503805601E-06,2.84938682093561E-06
